season,seed,seat,arm,points,rank,top3,win,field_avg
2020,14,1,ADP value,1397.2000000000003,11,0,0,1764.0800000000002
2020,14,1,Model,1562.66,11,0,0,1734.1066666666666
2020,14,1,Blend,1526.86,12,0,0,1755.9633333333334
2020,14,2,ADP order,1880.7800000000002,5,0,0,1767.9233333333334
2020,14,2,ADP value,1565.0,11,0,0,1764.58
2020,14,2,Model,1532.9000000000003,9,0,0,1734.6966666666667
2020,14,2,Blend,1696.0600000000002,7,0,0,1758.196666666667
2020,14,3,ADP order,1970.8799999999997,2,1,0,1757.9916666666666
2020,14,3,ADP value,1743.8999999999996,7,0,0,1758.508333333333
2020,14,3,Model,1710.16,8,0,0,1743.958333333333
2020,14,3,Blend,1593.1999999999998,10,0,0,1765.3916666666667
2020,14,4,ADP order,1672.7600000000002,11,0,0,1764.3966666666665
2020,14,4,ADP value,1666.2,8,0,0,1745.131666666667
2020,14,4,Model,1710.16,8,0,0,1743.958333333333
2020,14,4,Blend,1494.5599999999997,11,0,0,1766.0349999999999
2020,14,5,ADP order,1774.3399999999997,6,0,0,1764.1316666666664
2020,14,5,ADP value,1730.88,4,0,0,1728.5583333333334
2020,14,5,Model,1582.1,10,0,0,1756.1416666666667
2020,14,5,Blend,1376.6000000000001,12,0,0,1760.89
2020,14,6,ADP order,1898.6399999999996,3,1,0,1760.515
2020,14,6,ADP value,1730.88,4,0,0,1728.5583333333334
2020,14,6,Model,1582.1,10,0,0,1756.1416666666667
2020,14,6,Blend,1376.6000000000001,12,0,0,1760.89
2020,14,7,ADP order,1693.74,9,0,0,1771.1149999999998
2020,14,7,ADP value,1845.2800000000002,3,1,0,1735.3600000000004
2020,14,7,Model,1582.1,10,0,0,1756.1416666666667
2020,14,7,Blend,1642.78,10,0,0,1747.5249999999999
2020,14,8,ADP order,1627.8400000000001,10,0,0,1778.0083333333332
2020,14,8,ADP value,1849.28,3,1,0,1752.585
2020,14,8,Model,1582.1,10,0,0,1756.1416666666667
2020,14,8,Blend,1642.78,10,0,0,1747.5249999999999
2020,14,9,ADP order,1944.0800000000002,2,1,0,1778.3983333333333
2020,14,9,ADP value,1856.3999999999996,4,0,0,1765.4150000000002
2020,14,9,Model,1707.5,8,0,0,1761.705
2020,14,9,Blend,1725.0200000000002,6,0,0,1777.3533333333332
2020,14,10,ADP order,2058.2599999999998,1,1,1,1773.9366666666665
2020,14,10,ADP value,1760.0,5,0,0,1777.0566666666666
2020,14,10,Model,1707.5,8,0,0,1761.705
2020,14,10,Blend,1731.12,8,0,0,1780.328333333333
2020,14,11,ADP order,1910.6599999999999,2,1,0,1770.9783333333332
2020,14,11,ADP value,1874.6999999999998,4,0,0,1757.555
2020,14,11,Model,1650.22,10,0,0,1768.845
2020,14,11,Blend,1731.12,8,0,0,1780.328333333333
2020,15,0,ADP order,1762.14,7,0,0,1758.5366666666666
2020,15,0,ADP value,1741.3000000000002,6,0,0,1737.6166666666666
2020,15,0,Model,1752.2600000000002,5,0,0,1738.4683333333335
2020,15,0,Blend,1809.2600000000002,5,0,0,1766.0849999999998
2020,15,1,ADP order,1540.7000000000003,11,0,0,1759.9950000000001
2020,15,1,ADP value,1513.1600000000003,11,0,0,1725.591666666667
2020,15,1,Model,1645.2199999999998,8,0,0,1764.0266666666669
2020,15,1,Blend,1696.5999999999997,8,0,0,1755.765
2020,15,2,ADP order,1540.7000000000003,11,0,0,1759.9950000000001
2020,15,2,ADP value,1614.26,9,0,0,1731.5000000000002
2020,15,2,Model,1517.16,12,0,0,1753.2050000000002
2020,15,2,Blend,1559.54,11,0,0,1768.3783333333333
2020,15,3,ADP order,1627.1000000000001,8,0,0,1759.361666666667
2020,15,3,ADP value,1783.0599999999997,5,0,0,1735.71
2020,15,3,Model,1520.8400000000004,11,0,0,1749.4716666666666
2020,15,3,Blend,1731.24,8,0,0,1773.4116666666669
2020,15,4,ADP order,1638.3799999999999,9,0,0,1761.675
2020,15,4,ADP value,1763.0,6,0,0,1752.4016666666669
2020,15,4,Model,1589.12,10,0,0,1746.6699999999998
2020,15,4,Blend,1731.24,8,0,0,1773.4116666666669
2020,15,5,ADP order,1901.7799999999997,4,0,0,1762.1050000000002
2020,15,5,ADP value,1918.0,4,0,0,1753.593333333333
2020,15,5,Model,1566.4599999999998,10,0,0,1743.033333333333
2020,15,5,Blend,1520.8400000000004,11,0,0,1749.4716666666666
2020,15,6,ADP order,1838.38,6,0,0,1760.6533333333334
2020,15,6,ADP value,1854.7,6,0,0,1731.255
2020,15,6,Model,1566.4599999999998,10,0,0,1743.033333333333
2020,15,6,Blend,1555.0600000000002,11,0,0,1752.4000000000003
2020,15,7,ADP order,2006.8399999999997,2,1,0,1753.4933333333329
2020,15,7,ADP value,1910.8,5,0,0,1735.4633333333338
2020,15,7,Model,1566.4599999999998,10,0,0,1743.033333333333
2020,15,7,Blend,1555.0600000000002,11,0,0,1752.4000000000003
2020,15,8,ADP order,1982.54,3,1,0,1757.82
2020,15,8,ADP value,1910.8,5,0,0,1735.4633333333334
2020,15,8,Model,1769.46,7,0,0,1757.8899999999996
2020,15,8,Blend,1844.5599999999997,5,0,0,1759.9666666666665
2020,15,9,ADP order,2039.4599999999998,2,1,0,1753.636666666667
2020,15,9,ADP value,1902.2,4,0,0,1734.245
2020,15,9,Model,1769.46,7,0,0,1757.89
2020,15,9,Blend,1844.5599999999997,5,0,0,1759.966666666667
2020,15,10,ADP order,2014.2800000000002,2,1,0,1758.1216666666667
2020,15,10,ADP value,1835.3000000000002,4,0,0,1773.165
2020,15,10,Model,1693.3400000000001,8,0,0,1759.03
2020,15,10,Blend,1844.5599999999997,5,0,0,1759.966666666667
2020,15,11,ADP order,1789.3799999999999,6,0,0,1767.746666666667
2020,15,11,ADP value,1752.8999999999999,6,0,0,1768.3750000000002
2020,15,11,Model,1693.3400000000001,8,0,0,1759.03
2020,15,11,Blend,1844.5599999999997,5,0,0,1759.966666666667
2020,16,0,ADP order,1664.5599999999997,8,0,0,1737.5833333333333
2020,16,0,ADP value,1411.02,12,0,0,1738.783333333333
2020,16,0,Model,1495.64,11,0,0,1715.5366666666669
2020,16,0,Blend,1579.8599999999997,11,0,0,1743.2
2020,16,1,ADP order,1614.6599999999999,8,0,0,1732.6833333333334
2020,16,1,ADP value,1358.38,11,0,0,1727.8716666666667
2020,16,1,Model,1458.2199999999998,11,0,0,1725.2750000000003
2020,16,1,Blend,1536.86,11,0,0,1728.3033333333335
2020,16,2,ADP order,1789.3600000000001,7,0,0,1731.925
2020,16,2,ADP value,1688.8800000000003,8,0,0,1725.6133333333335
2020,16,2,Model,1535.04,11,0,0,1724.6433333333334
2020,16,2,Blend,1707.56,7,0,0,1727.9783333333335
2020,16,3,ADP order,2014.1799999999998,1,1,1,1726.1333333333332
2020,16,3,ADP value,1692.5600000000002,8,0,0,1725.1133333333335
2020,16,3,Model,1535.04,11,0,0,1724.6433333333334
2020,16,3,Blend,1797.9199999999996,4,0,0,1740.2483333333337
2020,16,4,ADP order,1805.8800000000003,5,0,0,1721.1616666666666
2020,16,4,ADP value,1800.2599999999998,5,0,0,1723.9349999999997
2020,16,4,Model,1535.04,11,0,0,1724.6433333333334
2020,16,4,Blend,1648.42,8,0,0,1722.6049999999998
2020,16,5,ADP order,1702.08,8,0,0,1729.0183333333334
2020,16,5,ADP value,1634.3600000000004,8,0,0,1723.266666666667
2020,16,5,Model,1535.04,11,0,0,1724.6433333333334
2020,16,5,Blend,1648.42,8,0,0,1722.6049999999998
2020,16,6,ADP order,1896.68,2,1,0,1724.5083333333332
2020,16,6,ADP value,1680.1599999999999,7,0,0,1711.6783333333333
2020,16,6,Model,1535.04,11,0,0,1724.6433333333334
2020,16,6,Blend,1583.3999999999999,10,0,0,1718.1666666666667
2020,16,7,ADP order,1877.4,3,1,0,1729.095
2020,16,7,ADP value,1648.6,9,0,0,1717.2733333333335
2020,16,7,Model,1535.04,11,0,0,1724.6433333333334
2020,16,7,Blend,1583.3999999999999,10,0,0,1718.1666666666667
2020,16,8,ADP order,1724.28,6,0,0,1721.165
2020,16,8,ADP value,1732.24,6,0,0,1732.9899999999998
2020,16,8,Model,1688.2000000000003,8,0,0,1708.9883333333335
2020,16,8,Blend,1782.54,5,0,0,1703.1616666666666
2020,16,9,ADP order,1715.84,6,0,0,1714.8700000000001
2020,16,9,ADP value,1691.14,8,0,0,1725.4349999999997
2020,16,9,Model,1693.5399999999995,8,0,0,1732.0583333333334
2020,16,9,Blend,1661.7199999999998,9,0,0,1734.285
2020,16,10,ADP order,1699.78,5,0,0,1719.6533333333334
2020,16,10,ADP value,1764.0200000000002,6,0,0,1710.8833333333332
2020,16,10,Model,1693.5399999999995,8,0,0,1732.0583333333334
2020,16,10,Blend,1729.72,7,0,0,1725.2783333333334
2020,16,11,ADP order,1707.54,7,0,0,1742.2033333333336
2020,16,11,ADP value,1830.2400000000002,3,1,0,1714.8450000000003
2020,16,11,Model,1845.04,2,1,0,1723.3266666666666
2020,16,11,Blend,1729.72,7,0,0,1725.2783333333334
2020,17,0,ADP order,2024.5000000000005,1,1,1,1755.3633333333335
2020,17,0,ADP value,1815.3199999999997,5,0,0,1742.0316666666665
2020,17,0,Model,1671.02,9,0,0,1723.0416666666667
2020,17,0,Blend,1864.2999999999995,3,1,0,1733.6166666666668
2020,17,1,ADP order,1942.7999999999997,4,0,0,1760.0883333333331
2020,17,1,ADP value,1831.62,4,0,0,1724.0516666666665
2020,17,1,Model,1671.02,9,0,0,1723.0416666666667
2020,17,1,Blend,1764.4999999999998,4,0,0,1733.0833333333333
2020,17,2,ADP order,2028.0000000000002,1,1,1,1755.4833333333333
2020,17,2,ADP value,2016.92,2,1,0,1727.61
2020,17,2,Model,1477.6600000000003,12,0,0,1747.88
2020,17,2,Blend,1798.12,7,0,0,1730.1883333333333
2020,17,3,ADP order,1966.54,2,1,0,1756.908333333333
2020,17,3,ADP value,2012.2199999999998,2,1,0,1744.9433333333334
2020,17,3,Model,1477.6600000000003,12,0,0,1747.88
2020,17,3,Blend,1798.12,7,0,0,1730.1883333333333
2020,17,4,ADP order,1945.34,2,1,0,1758.1366666666665
2020,17,4,ADP value,1964.0,2,1,0,1747.1616666666666
2020,17,4,Model,1477.6600000000003,12,0,0,1747.88
2020,17,4,Blend,1798.1200000000001,6,0,0,1743.6966666666665
2020,17,5,ADP order,1970.54,2,1,0,1752.4366666666667
2020,17,5,ADP value,1964.0,2,1,0,1747.1616666666666
2020,17,5,Model,1477.6600000000003,12,0,0,1747.88
2020,17,5,Blend,1798.1200000000001,6,0,0,1743.6966666666665
2020,17,6,ADP order,1779.2799999999997,7,0,0,1772.4399999999998
2020,17,6,ADP value,1905.1399999999996,1,1,1,1726.8466666666666
2020,17,6,Model,1603.54,10,0,0,1738.8833333333332
2020,17,6,Blend,1806.92,4,0,0,1748.4016666666666
2020,17,7,ADP order,1525.4199999999998,12,0,0,1777.6333333333334
2020,17,7,ADP value,1708.0600000000002,7,0,0,1737.7483333333332
2020,17,7,Model,1559.4400000000003,11,0,0,1743.93
2020,17,7,Blend,1665.16,8,0,0,1746.4016666666666
2020,17,8,ADP order,1731.4199999999998,9,0,0,1769.2666666666667
2020,17,8,ADP value,1819.8799999999999,4,0,0,1715.0883333333334
2020,17,8,Model,1719.6,9,0,0,1743.6516666666666
2020,17,8,Blend,1719.08,6,0,0,1744.6066666666666
2020,17,9,ADP order,1925.8,2,1,0,1753.7633333333333
2020,17,9,ADP value,1772.5800000000002,5,0,0,1717.4716666666666
2020,17,9,Model,1820.1400000000003,4,0,0,1733.5883333333334
2020,17,9,Blend,1811.02,5,0,0,1737.47
2020,17,10,ADP order,1859.5199999999998,4,0,0,1758.113333333333
2020,17,10,ADP value,1757.88,5,0,0,1728.1933333333334
2020,17,10,Model,1820.1400000000003,4,0,0,1733.5883333333334
2020,17,10,Blend,1849.1599999999999,2,1,0,1743.9616666666664
2020,17,11,ADP order,1859.5199999999998,4,0,0,1758.113333333333
2020,17,11,ADP value,1919.5800000000002,2,1,0,1734.4016666666669
2020,17,11,Model,1721.7,4,0,0,1742.7266666666667
2020,17,11,Blend,1853.0,3,1,0,1729.1083333333333
2020,18,0,ADP order,1776.1999999999998,6,0,0,1735.9416666666668
2020,18,0,ADP value,1576.1999999999996,9,0,0,1744.795
2020,18,0,Model,1681.64,9,0,0,1758.7983333333332
2020,18,0,Blend,1606.8000000000002,9,0,0,1722.0533333333333
2020,18,1,ADP order,1942.2000000000003,3,1,0,1741.1050000000002
2020,18,1,ADP value,1626.0,9,0,0,1749.3500000000001
2020,18,1,Model,1681.64,9,0,0,1758.7983333333332
2020,18,1,Blend,1537.3000000000002,11,0,0,1722.5616666666665
2020,18,2,ADP order,1587.8999999999999,10,0,0,1742.045
2020,18,2,ADP value,1626.0,9,0,0,1749.3500000000001
2020,18,2,Model,1681.64,9,0,0,1758.7983333333332
2020,18,2,Blend,1594.9,11,0,0,1732.59
2020,18,3,ADP order,1810.3200000000002,5,0,0,1751.3033333333333
2020,18,3,ADP value,1728.1200000000001,8,0,0,1741.2866666666669
2020,18,3,Model,1681.64,9,0,0,1758.7983333333332
2020,18,3,Blend,1713.5799999999997,7,0,0,1736.64
2020,18,4,ADP order,1920.2,3,1,0,1748.2033333333336
2020,18,4,ADP value,1835.4999999999998,6,0,0,1755.5783333333331
2020,18,4,Model,1572.1599999999999,11,0,0,1749.8433333333332
2020,18,4,Blend,1656.0200000000002,9,0,0,1740.1533333333334
2020,18,5,ADP order,2026.0999999999997,2,1,0,1747.1533333333334
2020,18,5,ADP value,1927.3400000000001,2,1,0,1759.6883333333335
2020,18,5,Model,1572.1599999999999,11,0,0,1749.8433333333332
2020,18,5,Blend,1636.1599999999999,9,0,0,1741.7333333333333
2020,18,6,ADP order,1798.58,5,0,0,1733.8916666666664
2020,18,6,ADP value,1605.52,8,0,0,1751.2016666666668
2020,18,6,Model,1572.1599999999999,11,0,0,1749.8433333333332
2020,18,6,Blend,1636.1599999999999,9,0,0,1741.7333333333333
2020,18,7,ADP order,1743.9199999999996,8,0,0,1742.9633333333334
2020,18,7,ADP value,1612.04,8,0,0,1749.4183333333333
2020,18,7,Model,1647.6599999999996,10,0,0,1750.995
2020,18,7,Blend,1636.1599999999999,9,0,0,1741.7333333333333
2020,18,8,ADP order,1502.72,11,0,0,1738.7666666666664
2020,18,8,ADP value,1612.04,8,0,0,1749.4183333333333
2020,18,8,Model,1647.6599999999996,10,0,0,1750.995
2020,18,8,Blend,1682.5600000000002,9,0,0,1737.0266666666666
2020,18,9,ADP order,1704.7,7,0,0,1764.0183333333334
2020,18,9,ADP value,1734.9199999999998,6,0,0,1747.068333333333
2020,18,9,Model,1592.8999999999996,11,0,0,1733.8766666666663
2020,18,9,Blend,1603.54,10,0,0,1764.6733333333332
2020,18,10,ADP order,1795.3799999999994,6,0,0,1756.4633333333331
2020,18,10,ADP value,1520.6399999999999,12,0,0,1762.2033333333331
2020,18,10,Model,1592.8999999999996,11,0,0,1733.8766666666663
2020,18,10,Blend,1603.54,10,0,0,1764.6733333333334
2020,18,11,ADP order,1576.6000000000001,12,0,0,1746.341666666667
2020,18,11,ADP value,1520.6399999999999,12,0,0,1762.2033333333331
2020,18,11,Model,1746.1999999999998,7,0,0,1739.3433333333332
2020,18,11,Blend,1797.3400000000004,5,0,0,1762.8983333333333
2020,19,0,ADP order,1397.5,12,0,0,1765.9683333333335
2020,19,0,ADP value,1818.9000000000003,5,0,0,1776.3700000000001
2020,19,0,Model,1648.56,9,0,0,1767.675
2020,19,0,Blend,1579.8600000000001,11,0,0,1774.831666666667
2020,19,1,ADP order,1756.5000000000002,7,0,0,1778.1783333333333
2020,19,1,ADP value,1818.9000000000003,5,0,0,1776.3700000000001
2020,19,1,Model,1766.48,5,0,0,1755.5716666666667
2020,19,1,Blend,1744.6400000000003,8,0,0,1770.906666666667
2020,19,2,ADP order,1879.8,4,0,0,1775.1883333333335
2020,19,2,ADP value,1944.0,1,1,1,1782.3516666666665
2020,19,2,Model,1704.9600000000003,8,0,0,1761.6783333333333
2020,19,2,Blend,1944.1399999999996,3,1,0,1764.8516666666667
2020,19,3,ADP order,2014.6,3,1,0,1775.2633333333333
2020,19,3,ADP value,2087.5999999999995,1,1,1,1772.3633333333335
2020,19,3,Model,1687.4600000000005,8,0,0,1762.0666666666668
2020,19,3,Blend,1641.52,9,0,0,1760.7466666666667
2020,19,4,ADP order,1830.74,5,0,0,1770.2866666666669
2020,19,4,ADP value,1780.9999999999998,6,0,0,1778.375
2020,19,4,Model,1687.4600000000005,8,0,0,1762.0666666666668
2020,19,4,Blend,1521.3000000000002,11,0,0,1752.3833333333332
2020,19,5,ADP order,1652.1400000000003,10,0,0,1777.198333333333
2020,19,5,ADP value,1818.8999999999999,6,0,0,1779.515
2020,19,5,Model,1687.4600000000005,8,0,0,1762.0666666666668
2020,19,5,Blend,1521.3000000000002,11,0,0,1752.3833333333332
2020,19,6,ADP order,1806.9399999999998,7,0,0,1774.5966666666664
2020,19,6,ADP value,1835.1,5,0,0,1769.8066666666666
2020,19,6,Model,1687.4600000000005,8,0,0,1762.0666666666668
2020,19,6,Blend,1553.3799999999997,10,0,0,1760.99
2020,19,7,ADP order,1694.1399999999996,10,0,0,1778.2049999999997
2020,19,7,ADP value,1813.5000000000005,6,0,0,1777.6650000000002
2020,19,7,Model,1687.4600000000005,8,0,0,1762.0666666666668
2020,19,7,Blend,1610.34,8,0,0,1749.2316666666666
2020,19,8,ADP order,1701.4199999999998,8,0,0,1769.551666666667
2020,19,8,ADP value,1912.3599999999997,3,1,0,1761.01
2020,19,8,Model,1862.7,5,0,0,1756.2399999999998
2020,19,8,Blend,1715.3799999999999,6,0,0,1761.7983333333332
2020,19,9,ADP order,1758.0199999999998,8,0,0,1773.845
2020,19,9,ADP value,1876.54,3,1,0,1745.3366666666668
2020,19,9,Model,1862.7,5,0,0,1756.2399999999998
2020,19,9,Blend,1715.3799999999999,6,0,0,1761.7983333333332
2020,19,10,ADP order,1785.9400000000003,7,0,0,1772.2266666666665
2020,19,10,ADP value,1737.4399999999998,7,0,0,1748.2216666666664
2020,19,10,Model,1862.7,5,0,0,1756.2399999999998
2020,19,10,Blend,1715.3799999999999,6,0,0,1761.7983333333332
2020,19,11,ADP order,1754.5399999999997,8,0,0,1769.4550000000002
2020,19,11,ADP value,1718.3400000000001,10,0,0,1767.3216666666667
2020,19,11,Model,1826.3400000000001,5,0,0,1753.3100000000002
2020,19,11,Blend,1744.12,5,0,0,1756.8549999999998
2021,0,0,ADP order,1745.32,6,0,0,1713.9633333333334
2021,0,0,ADP value,1582.2399999999998,10,0,0,1713.7916666666667
2021,0,0,Model,1887.7800000000002,3,1,0,1729.1366666666665
2021,0,0,Blend,1848.8799999999997,3,1,0,1713.33
2021,0,1,ADP order,1679.9200000000003,8,0,0,1710.0266666666666
2021,0,1,ADP value,1661.9399999999998,9,0,0,1719.3666666666668
2021,0,1,Model,1924.0800000000002,3,1,0,1727.7483333333332
2021,0,1,Blend,1888.18,2,1,0,1711.1383333333333
2021,0,2,ADP order,1804.02,4,0,0,1697.965
2021,0,2,ADP value,1672.9399999999998,9,0,0,1722.8833333333332
2021,0,2,Model,1924.0800000000002,3,1,0,1727.7483333333332
2021,0,2,Blend,2014.0800000000002,1,1,1,1713.5466666666664
2021,0,3,ADP order,1719.12,8,0,0,1702.5983333333334
2021,0,3,ADP value,1566.9399999999998,10,0,0,1702.1699999999998
2021,0,3,Model,1931.0400000000002,3,1,0,1727.7199999999996
2021,0,3,Blend,2013.14,1,1,1,1714.1516666666666
2021,0,4,ADP order,1601.3999999999999,10,0,0,1724.8166666666668
2021,0,4,ADP value,1667.4,9,0,0,1708.3216666666667
2021,0,4,Model,1876.34,3,1,0,1709.67
2021,0,4,Blend,1967.3799999999997,1,1,1,1704.2866666666666
2021,0,5,ADP order,1441.2399999999998,11,0,0,1699.9133333333332
2021,0,5,ADP value,1650.34,10,0,0,1716.0383333333336
2021,0,5,Model,1778.0399999999997,4,0,0,1710.8733333333332
2021,0,5,Blend,1967.3799999999997,1,1,1,1704.2866666666666
2021,0,6,ADP order,1587.7400000000005,11,0,0,1711.0383333333332
2021,0,6,ADP value,1700.14,8,0,0,1716.1133333333337
2021,0,6,Model,1784.9799999999998,3,1,0,1705.05
2021,0,6,Blend,1881.6799999999996,1,1,1,1718.6466666666668
2021,0,7,ADP order,1774.74,6,0,0,1713.9199999999998
2021,0,7,ADP value,1999.94,1,1,1,1715.4650000000001
2021,0,7,Model,1784.9799999999998,3,1,0,1705.05
2021,0,7,Blend,1881.6799999999996,1,1,1,1718.6466666666668
2021,0,8,ADP order,1664.8399999999997,10,0,0,1713.8666666666666
2021,0,8,ADP value,1954.0400000000002,1,1,1,1712.6000000000004
2021,0,8,Model,1784.9799999999998,3,1,0,1705.05
2021,0,8,Blend,1788.8000000000002,4,0,0,1712.7216666666666
2021,0,9,ADP order,1575.6799999999998,11,0,0,1706.2216666666666
2021,0,9,ADP value,1814.4399999999998,3,1,0,1713.6583333333335
2021,0,9,Model,1784.9799999999998,3,1,0,1705.05
2021,0,9,Blend,1783.1999999999998,6,0,0,1715.3233333333335
2021,0,10,ADP order,1730.8799999999999,7,0,0,1696.13
2021,0,10,ADP value,1555.04,11,0,0,1708.4983333333332
2021,0,10,Model,1784.9799999999998,3,1,0,1705.05
2021,0,10,Blend,1941.5000000000002,2,1,0,1722.0566666666666
2021,0,11,ADP order,1639.6000000000001,8,0,0,1708.0183333333332
2021,0,11,ADP value,1612.3999999999999,9,0,0,1699.6933333333336
2021,0,11,Model,1761.42,5,0,0,1713.5783333333336
2021,0,11,Blend,1941.5000000000002,2,1,0,1722.0566666666666
2021,1,0,ADP order,1498.6,10,0,0,1702.8783333333333
2021,1,0,ADP value,1623.1000000000001,10,0,0,1700.7333333333333
2021,1,0,Model,1862.42,5,0,0,1718.2666666666667
2021,1,0,Blend,1751.88,7,0,0,1713.01
2021,1,1,ADP order,1634.8999999999999,9,0,0,1702.9083333333335
2021,1,1,ADP value,1652.6000000000001,9,0,0,1693.6166666666668
2021,1,1,Model,1875.92,4,0,0,1705.985
2021,1,1,Blend,1846.2800000000002,4,0,0,1701.9633333333334
2021,1,2,ADP order,1541.6600000000005,10,0,0,1711.115
2021,1,2,ADP value,1916.64,2,1,0,1693.506666666667
2021,1,2,Model,1875.92,4,0,0,1705.985
2021,1,2,Blend,1846.2800000000002,4,0,0,1701.9633333333334
2021,1,3,ADP order,1734.9800000000002,6,0,0,1709.58
2021,1,3,ADP value,1962.9800000000002,1,1,1,1696.8216666666667
2021,1,3,Model,1875.92,4,0,0,1705.985
2021,1,3,Blend,1931.5799999999997,3,1,0,1708.03
2021,1,4,ADP order,1751.28,6,0,0,1709.8300000000002
2021,1,4,ADP value,1934.2399999999998,2,1,0,1702.886666666667
2021,1,4,Model,1875.92,4,0,0,1705.985
2021,1,4,Blend,1931.5799999999997,3,1,0,1708.03
2021,1,5,ADP order,1759.5799999999997,5,0,0,1711.9683333333332
2021,1,5,ADP value,1913.2399999999998,2,1,0,1702.845
2021,1,5,Model,1875.92,4,0,0,1705.985
2021,1,5,Blend,1931.5799999999997,3,1,0,1708.03
2021,1,6,ADP order,1829.98,5,0,0,1712.7399999999998
2021,1,6,ADP value,2050.34,2,1,0,1697.57
2021,1,6,Model,1839.6799999999998,4,0,0,1713.7816666666668
2021,1,6,Blend,1881.0000000000005,4,0,0,1701.6066666666666
2021,1,7,ADP order,1777.8799999999999,5,0,0,1721.4183333333333
2021,1,7,ADP value,1962.5399999999995,2,1,0,1702.37
2021,1,7,Model,1833.18,4,0,0,1708.6816666666666
2021,1,7,Blend,1929.74,2,1,0,1712.5183333333334
2021,1,8,ADP order,1854.2800000000002,3,1,0,1706.238333333333
2021,1,8,ADP value,1987.1399999999996,2,1,0,1704.5783333333336
2021,1,8,Model,1833.18,4,0,0,1708.6816666666666
2021,1,8,Blend,1828.2400000000002,2,1,0,1722.4683333333335
2021,1,9,ADP order,1887.08,3,1,0,1707.0633333333333
2021,1,9,ADP value,1937.0399999999997,1,1,1,1713.115
2021,1,9,Model,1833.18,4,0,0,1708.6816666666666
2021,1,9,Blend,1828.2400000000002,2,1,0,1722.4683333333335
2021,1,10,ADP order,2046.2800000000002,1,1,1,1708.205
2021,1,10,ADP value,1994.8000000000002,1,1,1,1712.9216666666664
2021,1,10,Model,1833.18,4,0,0,1708.6816666666666
2021,1,10,Blend,1884.68,2,1,0,1704.305
2021,1,11,ADP order,2158.5799999999995,1,1,1,1711.7566666666664
2021,1,11,ADP value,1998.7399999999998,1,1,1,1700.1200000000001
2021,1,11,Model,1833.18,4,0,0,1708.6816666666666
2021,1,11,Blend,2015.48,2,1,0,1701.33
2021,2,0,ADP order,1234.08,12,0,0,1722.9916666666668
2021,2,0,ADP value,1275.8,12,0,0,1717.621666666667
2021,2,0,Model,1869.8600000000001,3,1,0,1718.1333333333332
2021,2,0,Blend,1673.22,8,0,0,1720.3316666666663
2021,2,1,ADP order,1010.0000000000001,12,0,0,1702.4200000000003
2021,2,1,ADP value,1426.0,12,0,0,1711.7350000000004
2021,2,1,Model,1869.8600000000001,3,1,0,1718.1333333333332
2021,2,1,Blend,1730.0200000000002,6,0,0,1718.573333333333
2021,2,2,ADP order,1282.9599999999998,12,0,0,1720.5149999999996
2021,2,2,ADP value,1466.22,11,0,0,1710.1783333333335
2021,2,2,Model,1820.66,5,0,0,1703.2033333333331
2021,2,2,Blend,1800.7599999999998,4,0,0,1725.4016666666666
2021,2,3,ADP order,1285.6000000000001,12,0,0,1712.01
2021,2,3,ADP value,1456.52,11,0,0,1707.8616666666667
2021,2,3,Model,1760.36,5,0,0,1740.573333333333
2021,2,3,Blend,1695.16,6,0,0,1714.965
2021,2,4,ADP order,1316.76,12,0,0,1713.3016666666665
2021,2,4,ADP value,1572.18,10,0,0,1706.8783333333338
2021,2,4,Model,1760.36,5,0,0,1740.573333333333
2021,2,4,Blend,1887.6000000000001,4,0,0,1715.3500000000001
2021,2,5,ADP order,1486.4999999999998,11,0,0,1707.1383333333333
2021,2,5,ADP value,1673.9199999999998,7,0,0,1709.915
2021,2,5,Model,1795.36,6,0,0,1722.2983333333334
2021,2,5,Blend,1886.28,4,0,0,1712.135
2021,2,6,ADP order,1605.9000000000003,8,0,0,1705.9716666666666
2021,2,6,ADP value,1783.1199999999997,5,0,0,1715.2466666666667
2021,2,6,Model,1795.36,6,0,0,1722.2983333333334
2021,2,6,Blend,1867.0800000000002,4,0,0,1700.7433333333336
2021,2,7,ADP order,1411.3000000000004,12,0,0,1722.3999999999999
2021,2,7,ADP value,1700.84,7,0,0,1720.493333333333
2021,2,7,Model,1795.36,6,0,0,1722.2983333333334
2021,2,7,Blend,1865.02,5,0,0,1704.47
2021,2,8,ADP order,1569.2,10,0,0,1720.8516666666671
2021,2,8,ADP value,1709.7400000000002,7,0,0,1726.79
2021,2,8,Model,1791.62,4,0,0,1728.3216666666665
2021,2,8,Blend,1788.72,5,0,0,1711.1633333333332
2021,2,9,ADP order,1700.6,6,0,0,1719.0233333333329
2021,2,9,ADP value,1700.9400000000005,6,0,0,1720.4183333333333
2021,2,9,Model,1765.7599999999998,5,0,0,1724.8616666666667
2021,2,9,Blend,1788.72,5,0,0,1711.1633333333332
2021,2,10,ADP order,1899.3200000000002,2,1,0,1731.3633333333328
2021,2,10,ADP value,1676.1399999999999,6,0,0,1721.735
2021,2,10,Model,1765.7599999999998,5,0,0,1724.8616666666665
2021,2,10,Blend,1762.8600000000001,6,0,0,1713.5
2021,2,11,ADP order,1871.52,3,1,0,1739.5766666666668
2021,2,11,ADP value,1899.8999999999999,3,1,0,1720.086666666667
2021,2,11,Model,1780.42,5,0,0,1726.2916666666667
